time,T_core0,T_core1,T_core2,IPC_core0,IPC_core1,IPC_core2,F_core0,F_core1,F_core2,P_core0,P_core1,P_core2,Energy_Per_Instruction_core0,Energy_Per_Instruction_core1,Energy_Per_Instruction_core2,Cdyn_core0,Cdyn_core1,Cdyn_core2
61169859194000,40.12063809409443,40.07572046669056,40.19097345894043,0.9411922417114836,0.02604496972915862,0.30915206052738914,4.0,4.0,4.0,3.536876911530737,0.20976210764992792,1.2333221714436964,1.1370767803722616e-07,1.5363567941812488e-07,1.8793111851831018e-07,5.976209823460383e-10,1.999818522751394e-11,1.9769623964739687e-10
61171860105250,40.18038664756663,40.08217207720362,40.20932377307645,1.6620811738091847,1.0177147033186182,0.9890100052971726,4.0,4.0,4.0,6.207249632190013,3.2705381568420053,3.554121333004517,4.946401350203222e-08,1.1648637120445705e-07,1.10132045459646e-07,1.061225621916949e-09,5.51382729274293e-10,6.006122265937319e-10
61173861431749,40.24434685599673,40.10243088760512,40.239933999878595,1.1001996132019043,1.5554674708501304,0.9693913825666098,4.0,4.0,4.0,3.789118873468217,5.046371659131527,3.264025636763753,1.3260670182463246e-07,5.564985071404406e-08,1.1085709002330485e-07,6.414093880065129e-10,8.596865708597075e-10,5.502474966134045e-10
61175872622749,40.282737844294594,40.12310993521083,40.30707346274164,1.5064715755971696,0.5177021128957888,1.863470175102438,4.0,4.0,4.0,5.523218649630263,2.0213601668638566,7.100873098739419,4.3184598747892793e-08,2.3203866488892114e-07,2.0808746194550206e-08,9.424672536073883e-10,3.345103644235224e-10,1.2163648806331629e-09
61177883804499,40.326779581894804,40.14893519564935,40.39288371462941,1.519807210820489,1.8060715583083045,1.3148372536579476,4.0,4.0,4.0,5.547555987270298,6.435574716531718,4.855766902062926,4.6799329270756156e-08,3.950470590961022e-09,7.090235526269075e-08,9.466911926102279e-10,1.1008663090256338e-09,8.265869722582988e-10
61179888299999,40.39360733932789,40.19433308416379,40.44086809879458,1.8972210513097245,1.7403230743687321,1.5748451130879473,4.0,4.0,4.0,6.857110891577923,6.301495327025334,5.826875427238317,1.4963047046860273e-08,2.3400579946201223e-08,5.38713189685555e-08,1.1740425048119143e-09,1.0775873162706033e-09,9.951807829383811e-10
61181891634999,40.48174492486695,40.246544823386216,40.476023559195745,1.9323536460408555,1.907693961156601,1.0730586849821802,4.0,4.0,4.0,7.119309172269989,6.864485555787504,3.7598492878670493,1.0988369641064626e-08,1.0671667969359397e-08,1.4424221042018766e-07,1.2195604280090635e-09,1.1753271512900221e-09,6.363210342240437e-10
61183891824250,40.58744471644174,40.316527475231695,40.5293340088351,2.0346905312472288,1.9265233008721434,1.5136620106457415,4.0,4.0,4.0,7.447009568303521,7.081999194304137,5.362072526565275,1.7970829067194725e-09,9.331436144991901e-10,7.496449249154368e-08,1.2764497045271212e-09,1.213087884336072e-09,9.144832046771904e-10
61185897685248,40.70140031790067,40.36259803833278,40.55426853598554,2.028873253080889,0.2278204930547914,0.07201121387746047,4.0,4.0,4.0,7.467920844273338,0.9878102662727364,0.3648091177998285,9.235086388929068e-10,3.078668025652053e-07,2.43877691356515e-07,1.2800767092752266e-09,1.550676154781897e-10,4.690200594798849e-11
61187898591000,40.771933807270344,40.39026519736982,40.5621053194017,0.7763679632203891,1.8051377871069034,0.19146108894989247,4.0,4.0,4.0,2.9187064046508358,6.475073349571684,0.80481909764926,1.2536083043918412e-07,2.996945257943158e-08,2.0965360415695698e-07,4.902804017844543e-10,1.1077166416790798e-09,1.232923935132722e-10
61189898692750,40.80870849881149,40.4433193731267,40.58040189495276,1.5630739295561709,1.6069362287839308,1.2598984601662748,4.0,4.0,4.0,5.757969622332076,5.728380294074327,4.437491597983638,4.8608835028272774e-08,5.255952748216528e-08,9.120658906878832e-08,9.832069279069852e-10,9.78080860790325e-10,7.539641563782626e-10
61191899352250,40.87188249054189,40.46113861555417,40.687750712705196,1.846135402148875,0.024950215225096762,2.0154296469564765,4.0,4.0,4.0,6.412391983561249,0.226522074603738,7.73718789642788,2.2863246275137437e-08,3.157722695142688e-07,9.620846848461086e-10,1.0968199964398487e-09,2.2896611778609958e-11,1.3268248724855282e-09
61193899862750,40.95882755255097,40.465221259133926,40.83537696403903,2.0488359533616816,0.2592811091938418,1.9265914756766498,4.0,4.0,4.0,6.538514030427959,0.8991674213375737,7.919667317343358,9.42219363611688e-09,1.9719002975336723e-07,1.0300056747658865e-09,1.1187135220033747e-09,1.3967519676018461e-10,1.358500854321511e-09
61195911292249,41.04938278358481,40.4717958417981,40.986247225751704,1.8424259400786787,0.05699833639738098,1.9503272239785212,4.0,4.0,4.0,6.698547313537778,0.3070073747799196,7.9396499952124495,2.1739471836849657e-08,2.1833975643026245e-07,1.0206987884807507e-09,1.1464942883857299e-09,3.686943772345336e-11,1.3619654503135267e-09
61197911398500,41.12199833364698,40.4814561453616,41.076665668366296,1.6901114139699371,0.6173963551606093,1.109976409173321,4.0,4.0,4.0,6.2640469320124526,2.095939625680144,4.175912332456426,3.881688262498931e-08,1.946319898749507e-07,7.738100705078968e-08,1.0710579443233998e-09,3.474476672081546e-10,7.08535982252826e-10
61199912271250,41.18947558091158,40.49619302010343,41.109012599466546,1.3854583570864514,0.8420005714852604,1.0598830971509854,4.0,4.0,4.0,5.133909510739288,3.0069894156303287,3.9012456907347737,7.463430531823604e-08,1.6297373283727674e-07,8.151971397386275e-08,8.748514295953435e-10,5.056155956481632e-10,6.608497985372924e-10
61201913071500,41.25871564463455,40.50918009496759,41.14895250475564,1.821321923247813,0.0968459140270818,1.8249062380526306,4.0,4.0,4.0,6.531252566480974,0.48548800550947846,6.714853407419399,2.5351887717974363e-08,2.812621915974689e-07,1.660855574156036e-08,1.1174435441132289e-09,6.785454693203563e-11,1.1493221195287815e-09
61203914066250,41.34879570821528,40.52634588551477,41.207729499983635,1.9346099017374743,1.3821201792018698,1.4082964192653147,4.0,4.0,4.0,7.135919962488655,5.026433607916884,5.165590769444584,7.853567594892472e-09,8.463105589731546e-08,4.1504944495016684e-08,1.2224176892387139e-09,8.562126481901187e-10,8.803510785658629e-10
